TenCoSo,SoGiayPhep,DiaChi,NgayCap,TinhTrang,TenHinhThuc,SoCCHN_NDD
Phòng khám chuyên khoa Sản phụ khoa,00513/SYT-GPHĐ,"111 Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP Hồ Chí Minh",2013-10-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000897/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00196/SYT-GPHĐ,"175 Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh",2013-07-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000899/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00929/SYT-GPHĐ,"143 Hồng Lạc, Phường 10, Quận Tân Bình, TP Hồ Chí Minh",2013-12-10 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000821/HCM-CCHN
Phòng khám đa khoa thuộc Công ty TNHH Phước Tấn,01364/SYT-GPHĐ-GT,"164 đường Ba Tháng Hai, Phường 12, Quận 10, TP Hồ Chí Minh",2015-12-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000823/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,00498/SYT-GPHĐ,"25 Đường số 1, Phường Tân Tạo A , Quận Bình Tân, TP Hồ Chí Minh",2013-10-23 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000829/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ,04713/SYT-GPHĐ,"45 Đường 7, KP3, Phường Phước Bình, Quận 9, TP Hồ Chí Minh",2015-08-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0008315/ĐNAI-CCHN
Phòng khám chuyên khoa Nhi,03356/SYT-GPHĐ,"66 Đinh Công Tráng, Phường Tân Định, Quận 1, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000771/HCM-CCHN
Công ty TNHH Nha khoa Việt Giao,00387/SYT-GPHĐ,"71 Phạm Ngọc Thạch, Phường 6, Quận 3, TP Hồ Chí Minh",2013-10-02 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000772/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00343/SYT-GPHĐ,"76 Đường số 15, Phường Tân Kiểng, Quận 7, TP Hồ Chí Minh",2013-09-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000779/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,04266/SYT-GPHĐ,"546 An Dương Vương, Phường 10, Quận 6, TP Hồ Chí Minh",2015-02-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000780/BYT-CCHN
Phòng khám chuyên khoa Mắt,03354/SYT-GPHĐ,"138/4 Nguyễn Trãi, Phường 3, Quận 5, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,000909/HCM-CCHN
Phòng khám chuyên khoa Nhi,03404/SYT-GPHĐ,"321A/13 Ấp 1, đường An Phú Tây-Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, TP Hồ Chí Minh",2014-09-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000914/HCM-CCHN
Công ty TNHH Phòng khám Quốc tế Exson,01380/SYT-GPHĐ,"722 Sư Vạn Hạnh, Phường 12, Quận 10, TP Hồ Chí Minh",2014-01-08 0:00:00,Đang hoạt động,Phòng khám đa khoa,0029976/HCM-CCHN
Chi nhánh Công ty TNHH Nha khoa Saint Paul,03573/SYT-GPHĐ,"50 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",2014-10-23 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000836/HCM-CCHN
Phòng khám chuyên khoa Tâm thần,04393/SYT-GPHĐ,"36A Nơ Trang Long, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh",2015-04-01 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tâm thần,0008371/ĐNAI-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,05010/SYT-GPHĐ,"143 Liên khu 5-6, khu phố 10, Phường Bình Hưng Hòa B , Quận Bình Tân, TP Hồ Chí Minh",2015-12-02 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000840/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,4947,"121 Lạc Long Quân, Phường 3, Quận 11, TP Hồ Chí Minh",2015-10-27 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0007839/ĐNAI-CCHN
Phòng khám đa khoa Công ty TNHH Phòng khám đa khoa Nhân Hậu,03484/SYT-GPHĐ,"522-524 Nguyễn Chí Thanh, Phường 7, Quận 10, TP Hồ Chí Minh",2014-09-11 0:00:00,Đang hoạt động,Phòng khám đa khoa,0007860/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00642/SYT-GPHĐ,"525 Tùng Thiện Vương, Phường 12, Quận 8, TP Hồ Chí Minh",2014-10-28 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000847/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,00598/SYT-GPHĐ,"18 Lô A (hẻm 601) cx Chợ Đũi, Cách Mạng Tháng Tám, Phường 15, Quận 10, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000858/HCM-CCHN
Phòng khám Nội tổng hợp,01503/SYT-GPHĐ,"26 Đường số 4, KP1, Phường Phước Bình, Quận 9, TP Hồ Chí Minh",2014-02-13 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000943/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03287/HCM-GPHĐ,"512 Kinh Dương Vương, Phường An Lạc A , Quận Bình Tân, TP Hồ Chí Minh",2017-07-20 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000946/BYT-CCHN
Phòng khám Nội tổng hợp,02539/SYT-GPHĐ,"125 đường 100 Bình Thới, Phường 14, Quận 11, TP Hồ Chí Minh",2014-05-05 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000958/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA NHI,00170/SYT-GPHĐ,"463 Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP Hồ Chí Minh",2013-07-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000873/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,00511/SYT-GPHĐ,"142 Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh",2013-10-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000886/HCM-CCHN
Phòng khám Nội tổng hợp,02683/SYT-GPHĐ,"65B Ấp Phước Lai, Phường Trường Thạnh, Quận 9, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000889/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,00931/SYT-GPHĐ,"166/15 Đường số 19, Phường 12, Quận Gò Vấp, TP Hồ Chí Minh",2013-12-10 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000894/HCM-CCHN
Phòng khám Nội tổng hợp,03780/SYT-GPHĐ,"1313 Tỉnh lộ 8, Tổ 2, Ấp Hội Thạnh, Xã Trung An, Huyện Củ Chi, TP Hồ Chí Minh",2014-10-29 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000793/HCM-CCHN
Phòng khám Nội tổng hợp,00303/SYT-GPHĐ,"1A/4A Phạm Hùng, Phường 4, Quận 8, TP Hồ Chí Minh",2013-09-05 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000795/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ,03188/SYT-GPHĐ,"98 Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh",2014-07-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000799/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA NHI,00249/SYT-GPHĐ,"150 Nguyễn Sĩ Sách, Phường 15, Quận Tân Bình, TP Hồ Chí Minh",2013-08-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000962/HCM-CCHN
Phòng khám Nội tổng hợp,02781/SYT-GPHĐ,"3 Phan Chu Trinh, Phường 2, Quận Bình Thạnh, TP Hồ Chí Minh",2014-05-15 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000977/HCM-CCHN
Phòng khám Nội tổng hợp,01243/SYT-GPHĐ,"62/10 Điện Biên Phủ, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",2013-12-17 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000979/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01118/SYT-GPHĐ,"303 Tùng Thiện Vương, Phường 11, Quận 8, TP Hồ Chí Minh",2013-12-16 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000991/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ,00820/SYT-GPHĐ,"116/109/54 Thiên Phước, Phường 9, Quận Tân Bình, TP Hồ Chí Minh",2013-12-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000910/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,02387/SYT-GPHĐ,"77C-79 Lạc Long Quân, Phường 1, Quận 11, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000917/HCM-CCHN
Trạm Y tế Phường 9 Quận 6,05234/SYT-GPHĐ,"30/13 Nguyễn Đình Chi, Phường 9, Quận 6, TP Hồ Chí Minh",2015-12-24 0:00:00,Đang hoạt động,Trạm y tế phường xã ,000921/HCM-CCHN
Phòng khám đa khoa Medical Care International thuộc Công ty TNHH Phòng khám đa khoa Medical Care International,04810/SYT-GPHĐ,"42-44 Đường số 6, Khu phố Hưng Phước III, Khu A - Đô thị mới Nam Thành phố, Phường Tân Phong, Quận 7, TP Hồ Chí Minh",2015-09-08 0:00:00,Đang hoạt động,Phòng khám đa khoa,0009394/BYT-CCHN
Phòng khám Nội tổng hợp,02598/SYT-GPHĐ,"407 Tỉnh lộ 15, Tổ 89, Ấp Phú Bình, Xã Phú Hòa Đông, Huyện Củ Chi, TP Hồ Chí Minh",2014-05-15 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000806/HCM-CCHN
Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Elizabeth,137,"87-89 Thành Thái, Phường 14, Quận 10, TP Hồ Chí Minh",2013-06-17 0:00:00,Đang hoạt động,Phòng khám đa khoa,000809/HCM-CCHN
Phòng khám Nội tổng hợp,02466/SYT-GPHĐ,"539 Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, TP Hồ Chí Minh",2014-04-24 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0008111/BYT-CCHN
Phòng khám Nội tổng hợp,00441/SYT-GPHĐ,"C9/31A Ấp 3, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh",2013-10-08 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001002/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,4261,"171 Đường số 1, KP3, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh",2015-02-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001017/BRVT-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,01215/SYT-GPHĐ,"86 Đại lộ 2, KP3, Phường Phước Bình, Quận 9, TP Hồ Chí Minh",2014-01-22 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001028/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,02231/SYT-GPHĐ,"163 Nguyễn Văn Cừ, Phường 2, Quận 5, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000946/HCM-CCHN
Phòng khám chuyên khoa Phục hồi chức năng,4014,"552A Tân Kỳ Tân Quý, KP17, Phường Bình Hưng Hòa , Quận Bình Tân, TP Hồ Chí Minh",2014-11-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phục hồi chức năng,000947/NA-CCHN
Phòng khám chuyên khoa Nhi,01161/SYT-GPHĐ,"21M Nguyễn Ảnh Thủ, Tổ 4, KP11, Phường Trung Mỹ Tây, Quận 12, TP Hồ Chí Minh",2013-12-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000950/HCM-CCHN
Phòng khám đa khoa thuộc Công ty Cổ phần Trung tâm Y khoa Nét Vạn Phúc,02436/SYT-GPHĐ,"282 Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh",2015-12-21 0:00:00,Đang hoạt động,Phòng khám bác sĩ gia đình tư nhân độc lập,000862/HCM-CCHN
Phòng khám chuyên khoa Phục hồi chức năng,01801/SYT-GPHĐ,"860/24 Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh",2014-03-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phục hồi chức năng,000865/BYT-CCHN
Phòng khám đa khoa thuộc Công ty Cổ phần Y khoa Việt Mỹ,2155,"711 Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP Hồ Chí Minh",2014-03-20 0:00:00,Đang hoạt động,Phòng khám đa khoa,0001090/DNO-CCNH
Phòng khám Nội tổng hợp ,03220/SYT-GPHĐ,"112 Bạch Đằng, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh",2014-07-25 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000952/HCM-CCHN
Phòng xét nghiệm thuộc Công ty TNHH Lab Group International Việt Nam,3918,"146 An Bình, Phường 7, Quận 5, TP Hồ Chí Minh",2015-05-29 0:00:00,Đang hoạt động,Phòng xét nghiệm,0015248/HCM-CCHN
Phòng chẩn trị y học cổ truyền Công ty TNHH Y học cổ truyền Sài Gòn Đệ Nhất,04960/SYT-GPHĐ,"R4-21 Hưng Gia 1 Đường số 2, Phường Tân Phong, Quận 7, TP Hồ Chí Minh",2015-11-03 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,000990/LA-CCNH
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,3883,"125/72 Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh",2014-10-31 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001031/HCM-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,01869/SYT-GPHĐ,"206/80 Huỳnh Tấn Phát, Khu phố 5, T.T.Nhà Bè , Huyện Nhà Bè, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001033/HCM-CCHN
Phòng chẩn trị y học cổ truyền,01746/SYT-GPHĐ,"68/8 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001035/HCM-CCHN
Phòng chẩn trị Y học cổ truyền,02570/SYT-GPHĐ,"8/1 Ấp Vạn Hạnh, Xã Trung Chánh, Huyện Hóc Môn, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001037/HCM-CCHN
Phòng chẩn trị Y học cổ truyền,02583/SYT-GPHĐ,"62/11 trệt Lương Nhữ Học, Phường 10, Quận 5, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,0008776/HCM-CCHN
Phòng khám Nội tổng hợp,01191/SYT-GPHĐ,"Số TK 29/1 Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP Hồ Chí Minh",2013-12-20 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000879/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,02118/SYT-GPHĐ,"66K Nguyễn Lâm, Phường 6, Quận 10, TP Hồ Chí Minh",2014-04-15 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000892/HCM-CCHN
PHÒNG KHÁM NỘI TỔNG HỢP ,01154/SYT-GPHĐ,"Số 226, Hương lộ 2 Ấp Xóm Mới, Xã Trung Lập Hạ, Huyện Củ Chi, TP Hồ Chí Minh",2013-12-17 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000893/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,00037/SYT-GPHĐ,"143E Trần Quang Khải, Phường Tân Định, Quận 1, TP Hồ Chí Minh",2013-02-26 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,000992/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,04757/HCM-GPHĐ,"19D Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh, TP Hồ Chí Minh",2017-09-18 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000994/ĐNAI-CCHN
Phòng khám Nội tổng hợp,01089/SYT-GPHĐ,"C4/127/3 Ấp 3, Xã Bình Lợi, Huyện Bình Chánh, TP Hồ Chí Minh",2013-12-16 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000995/HCM-CCHN
Phòng khám Nội tổng hợp ,00109/SYT-GPHĐ,"199 Nguyễn Xí, Phường 26, Quận Bình Thạnh, TP Hồ Chí Minh",2013-05-21 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000996/HCM-CCHN
Phòng chẩn trị Y học cổ truyền,00080/SYT-GPHĐ,"240/11 Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, TP Hồ Chí Minh",2013-05-03 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001044/HCM-CCHN
Phòng Chẩn trị Y học cổ truyền ,02417/SYT-GPHĐ,"59 Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001050/HCM-CCHN
Phòng chẩn trị y học cổ truyền,01749/SYT-GPHĐ,"460 Khu phố 2 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001053/HCM-CCHN
Phòng chẩn trị Y học cổ truyền,02569/SYT-GPHĐ,"98B Tân Khai, Phường 4, Quận 11, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001057/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01244/SYT-GPHĐ,"370 Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, TP Hồ Chí Minh",2013-12-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000998/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,4318,"35B Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",2015-03-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,001007/HCM-CCHN
Phòng khám chuyên khoa Da liễu ,03007/SYT-GPHĐ,"468 Trần Hưng Đạo B, Phường 14, Quận 5, TP Hồ Chí Minh",2014-06-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,001016/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ thuộc Chi nhánh Công ty Cổ phần Y khoa & Thẩm Mỹ Thu Cúc - THU CUC CLINIC 11,03089/SYT-GPHĐ,"170 Trần Phú, Phường 9, Quận 5, TP Hồ Chí Minh",2017-01-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,001023/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng ,01495/SYT-GPHĐ,"263 Cách Mạng Tháng Tám, Phường 7, Quận Tân Bình, TP Hồ Chí Minh",2014-02-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000895/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,00110/SYT-GPHĐ,"132 Ba Tháng Hai, Phường 12, Quận 10, TP Hồ Chí Minh",2016-07-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,000896/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00563/HCM-GPHĐ,"200 Đặng Thúc Vịnh, Ấp 7, Xã Đông Thạnh , Huyện Hóc Môn, TP Hồ Chí Minh",2017-07-20 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000900/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,01970/HCM-GPHĐ,"84 Lê Thị Riêng, Phường Bến Thành, Quận 1, TP Hồ Chí Minh",2017-07-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,000906/HCM-CCHN
Phòng khám Nội tổng hợp ,02009/SYT-GPHĐ,"592A Nguyễn Duy Trinh, Khu phố 1, Phường Bình Trưng Đông, Quận 2, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001063/HCM-CCHN
Phòng khám Nội tổng hợp,00164/SYT-GPHĐ,"10/199 Lê Đức Thọ, Phường 15, Quận Gò Vấp, TP Hồ Chí Minh",2013-07-09 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001064/HCM-CCHN
Phòng khám chuyên khoa Răng hàm mặt,03710/SYT-GPHĐ,"Lầu 1, số 231-233 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP Hồ Chí Minh",2015-11-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001090/HCM-CCHN
None,00120/SYT-GPHĐ,"36C Cư xá Bùi Minh Trực, Phường 5, Quận 8, TP.Hồ Chí Minh",2013-05-24 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001093/HCM-CCHN
Phòng chẩn trị Y học cổ truyền ,00473/SYT-GPHĐ,"763/36 Kha Vạn Cân, Khu phố 2, Phường Linh Tây, Quận Thủ Đức, TP Hồ Chí Minh",2013-10-18 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001024/HCM-CCHN
Phòng khám chuyên khoa Tâm thần,02790/SYT-GPHĐ,"Số 20 Đường 10, Khu phố 1, Phường Linh Tây, Quận Thủ Đức, TP Hồ Chí Minh",2014-05-15 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tâm thần,001027/BYT-CCHN
Phòng chẩn trị y học cổ truyền,00720/SYT-GPHĐ,"97D11 Đường 23, KP5, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP Hồ Chí Minh",2013-12-06 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001030/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00903/SYT-GPHĐ,"48 Tô Ngọc Vân, KP3, Phường Linh Tây, Quận Thủ Đức, TP Hồ Chí Minh",2015-03-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001115/HCM-CCHN
Phòng khám chuyên khoa Phục hồi chức năng,02704/SYT-GPHĐ,"24/48A Lê Thị Hồng, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phục hồi chức năng,001128/BYT-CCHN
Phòng khám chuyên khoa Nội tiết,00256/SYT-GPHĐ,"71 Đường 13, Khu phố 2, Phường Linh Chiểu, Quận Thủ Đức, TP Hồ Chí Minh",2013-08-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nội tiết,001128/HCM-CCHN
Phòng khám Nội tổng hợp,00240/SYT-GPHĐ,"12/1 Tô Ký, Ấp Tam Đông, Xã Thới Tam Thôn , Huyện Hóc Môn, TP Hồ Chí Minh",2013-08-08 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000907/HCM-CCHN
Phòng khám chuyên khoa Nhi,02379/SYT-GPHĐ,"106/78/B Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000916/HCM-CCHN
Phòng chẩn trị y học cổ truyền thuộc Công ty TNHH Ông Sun,05053/SYT-GPHĐ,"Tòa nhà Kumho Asiana (P402), số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",2015-12-18 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,0009215/ĐNAI-CCHN
Phòng khám chuyên khoa Phục hồi chức năng ,01741/SYT-GPHĐ,"1085 Huỳnh Tấn Phát, Khu phố 3, Phường Phú Thuận, Quận 7, TP Hồ Chí Minh",2014-02-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phục hồi chức năng,001129/BYT-CCHN
Chi nhánh Công ty TNHH Phát triển Y tế Victoria Healthcare - Phòng khám Nội,04759/SYT-GPHĐ,"77 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP Hồ Chí Minh",2015-08-20 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001135/HCM-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,01218/SYT-GPHĐ,"77 Lam Sơn, Phường 2, Quận Tân Bình, TP Hồ Chí Minh",2014-01-22 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001034/HCM-CCHN
Phòng chẩn trị y học cổ truyền,00602/SYT-GPHĐ,"87 Triệu Quang Phục, Phường 10, Quận 5, TP Hồ Chí Minh",2013-11-07 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001039/HCM-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,04299/SYT-GPHĐ,"82 Cao Thắng, Phường 4, Quận 3, TP Hồ Chí Minh",2015-02-14 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001041/HCM-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,00209/SYT-GPHĐ,"Số 34 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP Hồ Chí Minh",2013-08-06 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001045/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01536/SYT-GPHĐ,"735 Kha Vạn Cân, KP3, Phường Linh Tây, Quận Thủ Đức, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001138/HCM-CCHN
Phòng khám Nội tổng hợp ,00538/SYT-GPHĐ,"8/78 Lê Lai, Khu phố 5, T.T.Hốc Môn  , Huyện Hóc Môn, TP Hồ Chí Minh",2013-10-31 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001145/HCM-CCHN
