"TenCoSo","SoGiayPhep","DiaChi","NgayCap","TinhTrang","TenHinhThuc","SoCCHN_NDD"
"Phòng khám Nội tổng hợp","03429/SYT-GPHĐ","94/639 Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP Hồ Chí Minh","2014-09-23 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","010562/HCM-CCHN"
"Phòng khám Nội tổng hợp","02701/SYT-GPHĐ","168/8 Hàn Hải Nguyên, Phường 8, Quận 11, TP Hồ Chí Minh","2014-05-06 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","010573/HCM-CCHN"
"Phòng khám Nội tổng hợp","02967/SYT-GPHĐ","943/2 Quang Trung, Phường 14, Quận Gò Vấp, TP Hồ Chí Minh","2014-06-04 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","010588/HCM-CCHN"
"None","03459/SYT-GPHĐ","450 Nhật Tảo, Phường 7, Quận 10, TP.Hồ Chí Minh","2014-09-22 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","010589/HCM-CCHN"
"Trạm Y tế Phường 5 Quận Gò Vấp","05089/SYT-GPHĐ","310/31 Dương Quảng Hàm (số cũ: 15D Đường số 15), Phường 5, Quận Gò Vấp, TP Hồ Chí Minh","2015-12-18 00:00:00","Đang hoạt động","Trạm y tế phường xã ","010595/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","02277/SYT-GPHĐ","82 Bạch Đằng, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh","2014-04-21 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","010666/HCM-CCHN"
"Phòng khám chuyên khoa Nhi ","01204/HCM-GPHĐ","231/58A Dương Bá Trạc, Phường 1, Quận 8, TP Hồ Chí Minh","2017-06-02 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","010707/HCM-CCHN"
"Phòng khám chuyên khoa Ngoại","03207/SYT-GPHĐ","09 Đường số 04, KP 2, Phường Bình An, Quận 2, TP Hồ Chí Minh","2014-07-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","010712/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","02678/SYT-GPHĐ","155 Tạ Quang Bửu, Phường 3, Quận 8, TP Hồ Chí Minh","2016-07-18 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","010718/HCM-CCHN"
"Phòng khám chuyên khoa Ngoại","02930/SYT-GPHĐ","55/30 Nguyễn Chế Nghĩa, Phường 13, Quận 8, TP Hồ Chí Minh","2014-06-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","010719/HCM-CCHN"
"Phòng khám Chẩn đoán hình ảnh","02642/SYT-GPHĐ","247 Trần Bình Trọng, Phường 4, Quận 5, TP Hồ Chí Minh","2014-05-06 00:00:00","Đang hoạt động","Phòng khám Chẩn đoán hình ảnh","010748/HCM-CCHN"
"Phòng khám Nội thần kinh","03218/SYT-GPHĐ","17A Đường 8, Khu phố 3, Phường Linh Trung, Quận Thủ Đức, TP Hồ Chí Minh","2014-07-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nội thần kinh","010820/HCM-CCHN"
"Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","04914/SYT-GPHĐ","17A Hồ Xuân Hương, Phường 6, Quận 3, TP Hồ Chí Minh","2016-12-01 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","010888/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","04251/SYT-GPHĐ","322/1 Điện Biên Phủ, Phường 11, Quận 10, TP Hồ Chí Minh","2015-02-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","010891/HCM-CCHN"
"Phòng khám chuyên khoa Chấn thương chỉnh hình","03069/SYT-GPHĐ","51/1 Khu phố 2, T.T.Hốc Môn  , Huyện Hóc Môn, TP Hồ Chí Minh","2014-07-04 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Chấn thương chỉnh hình ","010907/HCM-CCHN"
"Phòng khám Nội tổng hợp ","03232/SYT-GPHĐ","Đường Lê Minh Nhựt, Tổ 3, Ấp Múi Lớn 2, Xã Tân An Hội, Huyện Củ Chi, TP Hồ Chí Minh","2014-07-25 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","010932/HCM-CCHN"
"None","02876/SYT-GPHĐ","1113/54D Huỳnh Tấn Phát, P.Phú Thuận, Quận 7, TP.Hồ Chí Minh","2014-05-30 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","010935/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03652/HCM-GPHĐ","134 Dương Thị Mười, Tổ 20A, Khu phố 1, Phường Tân Thới Hiệp, Quận 12, TP Hồ Chí Minh","2017-06-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","010937/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","02640","14 Lý Nam Đế, Phường 7, Quận 11, TP Hồ Chí Minh","2014-05-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","010966/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03717/SYT-GPHĐ","194 Bà Hạt, Phường 9, Quận 10, TP Hồ Chí Minh","2014-10-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","011034/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu số 2 - Công ty TNHH Một Thành Viên DOUBLE N AESTHETICS Việt Nam","04775/HCM-GPHĐ","Mặt bằng số 16, Tầng 1, Hùng Vương Plaza, 126 Hùng Vương, Phường 12, Quận 5, TP Hồ Chí Minh","2017-07-05 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","011088/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","03650/SYT-GPHĐ","71/2/12 Nguyễn Bặc, Phường 3, Quận Tân Bình, TP Hồ Chí Minh","2014-10-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","011103/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","02407/SYT-GPHĐ","27 (số cũ: 6/26) Phú Lộc, Phường 6, Quận Tân Bình, TP Hồ Chí Minh","2014-04-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","011115/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","02465/SYT-GPHĐ","1333/36 Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP Hồ Chí Minh","2014-04-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","011119/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","04934/SYT-GPHĐ","B11B/13B Võ Văn Vân, Ấp 2, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh","2015-10-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","011133/HCM-CCHN"
"Phòng khám Nội tổng hợp ","04502/SYT-GPHĐ","1041/62/159 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh","2016-09-19 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","011139/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","03204/SYT-GPHĐ","4A Nhất Chi Mai, Phường 13, Quận Tân Bình, TP Hồ Chí Minh","2014-07-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","011429/HCM-CCHN"
"Phòng khám nội tổng hợp","03094/SYT-GPHĐ","174 Minh Phụng, Phường 6, Quận 6, TP Hồ Chí Minh","2014-07-14 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","011432/HCM-CCHN"
"Phòng khám Chẩn đoán hình ảnh thuộc Công ty TNHH Phòng khám đa khoa Thiên An","03611/SYT-GPHĐ","69 Cao Thắng, Phường 3, Quận 3, TP Hồ Chí Minh","2014-10-24 00:00:00","Đang hoạt động","Phòng khám Chẩn đoán hình ảnh","011451/HCM-CCHN"
"Phòng khám chuyên khoa Mắt","02905/SYT-GPHĐ","131 Đường 26/3, Khu phố 19, Phường Bình Hưng Hòa , Quận Bình Tân, TP Hồ Chí Minh","2014-05-30 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Mắt","011524/HCM-CCHN"
"Phòng khám Nội tổng hợp","02053/SYT-GPHĐ","53 Hùng Vương, Phường 4, Quận 5, TP Hồ Chí Minh","2014-03-25 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","011525/HCM-CCHN"
"Phòng khám Nội tổng hợp","04789/SYT-GPHĐ","220/4A Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh","2015-09-07 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","011682/HCM-CCHN"
"Trạm Y tế Thị trấn Cần Thạnh Huyện Cần Giờ","05143/SYT-GPHĐ","Lê Thương, Khu phố Miễu Nhì, T.T.Cần Thạnh , Huyện Cần Giờ, TP Hồ Chí Minh","2015-12-21 00:00:00","Đang hoạt động","Trạm y tế phường xã ","012210/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","02846/SYT-GPHĐ","919 Quang Trung, Phường 14, Quận Gò Vấp, TP Hồ Chí Minh","2015-06-10 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","012250/HCM-CCHN"
"Trạm Y tế Phường 4 Quận Tân Bình","05267/SYT-GPHĐ","458 Cách Mạng Tháng Tám, Phường 4, Quận Tân Bình, TP Hồ Chí Minh","2015-12-24 00:00:00","Đang hoạt động","Trạm y tế phường xã ","012320/HCM-CCHN"
"Phòng khám chuyên khoa Ngoại ","03513","28 Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, TP Hồ Chí Minh","2014-10-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","012341/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03294/SYT-GPHĐ","130 Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, TP Hồ Chí Minh","2014-08-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","012491/HCM-CCHN"
"Phòng khám Nội tổng hợp","03377/SYT-GPHĐ","24 Nguyễn Thị Định, Phường An Phú, Quận 2, TP Hồ Chí Minh","2014-08-13 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012522/HCM-CCHN"
"Phòng khám chuyên khoa Tâm thần","02791/SYT-GPHĐ","5/35 Nơ Trang Long, Phường 7, Quận Bình Thạnh, TP Hồ Chí Minh","2014-05-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tâm thần","012523/HCM-CCHN"
"Phòng khám chuyên khoa Sản Phụ khoa","03335/HCM-GPHĐ","54 Trần Tử Bình, ấp Tân Định, Xã Tân Thông Hội, Huyện Củ Chi, TP Hồ Chí Minh","2017-07-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","012572/HCM-CCHN"
"Trạm Y tế Phường 11 Quận 10","05173/SYT-GPHĐ","192 Cao Thắng, Phường 11, Quận 10, TP Hồ Chí Minh","2015-12-24 00:00:00","Đang hoạt động","Trạm y tế phường xã ","012580/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","04111/SYT-GPHĐ","5/2 Tô Ký, Ấp Đông, Xã Thới Tam Thôn , Huyện Hóc Môn, TP Hồ Chí Minh","2014-12-18 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","012597/HCM-CCHN"
"Phòng khám chuyên khoa răng hàm mặt","02987/SYT-GPHĐ","699 Quốc Lộ 22, KP 5, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh","2014-06-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","012611/HCM-CCHN"
"Trạm Y tế Phường 12 Quận 6","05117/SYT-GPHĐ","264-266 Nguyễn Văn Luông, Phường 12, Quận 6, TP Hồ Chí Minh","2015-12-18 00:00:00","Đang hoạt động","Trạm y tế phường xã ","012613/HCM-CCHN"
"Phòng khám Nội tổng hợp","04777/SYT-GPHĐ","55 đường Bến Đình, tổ 4, ấp Bàu Trăn, Xã Nhuận Đức, Huyện Củ Chi, TP Hồ Chí Minh","2015-08-20 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012616/HCM-CCHN"
"Phòng khám Nội tổng hợp","02339/SYT-GPHĐ","169 Tổ 3, Khu phố 3, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh","2014-04-21 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012620/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03334/SYT-GPHĐ","666/18B Đường 3-2, Phường 14, Quận 10, TP Hồ Chí Minh","2014-08-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","012636/HCM-CCHN"
"Phòng khám Nội tổng hợp ","03235/SYT-GPHĐ","536 Tỉnh lộ 8, Tổ 5, Ấp Tây, Xã Tân An Hội, Huyện Củ Chi, TP Hồ Chí Minh","2014-07-25 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012639/HCM-CCHN"
"Phòng khám Nội tổng hợp","03641/SYT-GPHĐ","314 Hòa Hảo, Phường 4, Quận 10, TP Hồ Chí Minh","2014-10-27 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012641/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","03236/SYT-GPHĐ","171 Gò Dưa, Khu phố 3, Phường Tam Bình, Quận Thủ Đức, TP Hồ Chí Minh","2014-07-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","012645/HCM-CCHN"
"Phòng khám chuyên khoa Nhiễm","05205/SYT-GPHĐ","58B Cao Thắng, Phường 5, Quận 3, TP Hồ Chí Minh","2015-12-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhiễm","012709/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","03598/SYT-GPHĐ","315 Cách Mạng Tháng Tám, Phường 7, Quận Tân Bình, TP Hồ Chí Minh","2014-10-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","012711/HCM-CCHN"
"Phòng khám Nội tổng hợp","02902/SYT-GPHĐ","97/35 Kinh Dương Vương, Phường 12, Quận 6, TP Hồ Chí Minh","2014-05-30 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012739/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","02740/SYT-GPHĐ","198 Phó Cơ Điều, Phường 6, Quận 11, TP Hồ Chí Minh","2014-05-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","012752/HCM-CCHN"
"Phòng khám nội tổng hợp","03066/SYT-GPHĐ","682 Nguyễn Trãi, Phường 11, Quận 5, TP Hồ Chí Minh","2014-07-04 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012753/HCM-CCHN"
"Phòng khám Nội tổng hợp","03150/SYT-GPHĐ","877 Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, TP Hồ Chí Minh","2014-07-14 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012805/HCM-CCHN"
"Phòng khám chuyên khoa Ngoại (NHI)","03764/SYT-GPHĐ","82/130D Lý Chính Thắng, Phường 8, Quận 3, TP Hồ Chí Minh","2014-10-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại nhi","013009/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03001/SYT-GPHĐ","Tổ 1, Ấp Bàu Tre 2, Xã Tân An Hội, Huyện Củ Chi, TP Hồ Chí Minh","2014-06-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","013046/HCM-CCHN"
"Phòng chẩn trị Y học cổ truyền","03980/SYT-GPHĐ","606 Lê Hồng Phong, Phường 10, Quận 10, TP Hồ Chí Minh","2014-11-14 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","013098/HCM-CCHN"
"Phòng khám Nội tổng hợp","04448/SYT-GPHĐ","630 Hưng Phú, Phường 10, Quận 8, TP Hồ Chí Minh","2015-04-21 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","013249/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03688/SYT-GPHĐ","46 Đường số 4, Phường 11, Quận 6, TP Hồ Chí Minh","2014-10-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","013369/HCM-CCHN"
"Trạm Y tế Phường Bình Trị Đông Quận Bình Tân","05249/SYT-GPHĐ","276/51 Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TP Hồ Chí Minh","2015-12-24 00:00:00","Đang hoạt động","Trạm y tế phường xã ","013388/HCM-CCHN"
"Phòng khám Chẩn đoán hình ảnh ","02927/SYT-GPHĐ","728 Trần Hưng Đạo, Phường 2, Quận 5, TP Hồ Chí Minh","2014-07-04 00:00:00","Đang hoạt động","Phòng khám Chẩn đoán hình ảnh","013491/HCM-CCHN"
"Phòng khám Nội tổng hợp","03026/SYT-GPHĐ","649 Nguyễn Văn Quá, Tổ 16, KP3, Phường Đông Hưng Thuận, Quận 12, TP Hồ Chí Minh","2014-06-13 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","013502/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","02524/SYT-GPHĐ","75 Tôn Thất Hiệp, Phường 13, Quận 11, TP Hồ Chí Minh","2014-05-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","013574/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt Chi nhánh Công ty TNHH Thương mại Dịch vụ Thiết bị An Dân - Phòng khám Nha khoa Thẩm mỹ Á Âu","04516/SYT-GPHĐ","51 Tô Ngọc Dân, Khu phố 4, Phường Linh Tây, Quận Thủ Đức, TP Hồ Chí Minh","2015-11-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","013632/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","03237/SYT-GPHĐ","06 Đường 12, Khu phố 5, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP Hồ Chí Minh","2014-07-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","013651/HCM-CCHN"
"PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ","04339/SYT-GPHĐ","52 Đặng Văn Bi, KP4, Phường Bình Thọ, Quận Thủ Đức, TP Hồ Chí Minh","2015-03-04 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","013711/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","04936/SYT-GPHĐ","372 Phạm Thế Hiển, Phường 3, Quận 8, TP Hồ Chí Minh","2015-10-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","013756/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","04047/SYT-GPHĐ","1989 Huỳnh Tấn Phát, Khu phố 6, T.T.Nhà Bè , Huyện Nhà Bè, TP Hồ Chí Minh","2015-08-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","013849/HCM-CCHN"
"Phòng khám Nội tổng hợp","02901/SYT-GPHĐ","212/15 Nguyễn Thiện Thuật, Phường 3, Quận 3, TP Hồ Chí Minh","2014-05-30 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","013897/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","03017/SYT-GPHĐ","1476A KP2, Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh","2014-06-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","013910/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa thuộc Công ty Cổ phần đầu tư y tế MTS","02741/SYT-GPHĐ","2 Lương Hữu Khánh, Phường Phạm Ngũ Lão, Quận 1, TP Hồ Chí Minh","2014-04-23 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","014044/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03648/SYT-GPHĐ","017 Chung cư Cách Mạng Tháng Tám, Phường 12, Quận Tân Bình, TP Hồ Chí Minh","2014-10-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","014082/HCM-CCHN"
"Phòng khám nội tổng hợp","03071/SYT-GPHĐ","74/5 Nguyễn Ảnh Thủ, Tổ 79, KP 3, Phường Trung Mỹ Tây, Quận 12, TP Hồ Chí Minh","2014-07-04 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","014252/HCM-CCHN"
"Phòng khám chuyên khoa Mắt","03330/HCM-GPHĐ","18 Liêu Bình Hương, KP4, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh","2017-06-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Mắt","014319/HCM-CCHN"
"Phòng khám chuyên khoa Sản Phụ khoa","03499/SYT-GPHĐ","602 Tỉnh lộ 7, Ấp Mỹ Khánh B, Xã Thái Mỹ, Huyện Củ Chi, TP Hồ Chí Minh","2014-10-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","014331/HCM-CCHN"
"Phòng chẩn trị Y học cổ truyền","03877/SYT-GPHĐ","9 - 11L KP2 Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TP Hồ Chí Minh","2014-10-31 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","014452/HCM-CCHN"
"Phòng Chẩn trị Y học cổ truyền ","03385/SYT-GPHĐ","387 Tỉnh lộ 7, Tổ 5, Ấp Trung Bình, Xã Trung Lập Thượng, Huyện Củ Chi, TP Hồ Chí Minh","2014-09-10 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","014484/HCM-CCHN"
"PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ","04083/SYT-GPHĐ","17 Đường 154, Tổ 1, KP 3, Phường Tân Phú, Quận 9, TP Hồ Chí Minh","2014-11-25 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","014487/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","04797/HCM-GPHĐ","2A10/1 Ấp 2, Xã Phạm Văn Hai, Huyện Bình Chánh, TP Hồ Chí Minh","2017-09-21 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","014490/HCM-CCHN"
"Trạm Y tế Phường An Phú Đông Quận 12","05104/SYT-GPHĐ","44 Vườn Lài, KP1, Phường An Phú Đông, Quận 12, TP Hồ Chí Minh","2015-12-18 00:00:00","Đang hoạt động","Trạm y tế phường xã ","014752/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","00818","63 Lê Quốc Hưng, Phường 12, Quận 4, TP Hồ Chí Minh","2013-12-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000018/HCM-CCHN"
"None","00114/SYT-GPHĐ","258/72 Dương Bá Trạc, Phường 2, Quận 8, TP.Hồ Chí Minh","2013-05-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","000021/HCM-CCHN"
"Phòng khám Nội tổng hợp","00021/SYT-GPHĐ","4/7 Bùi Minh Trực, Phường 6, Quận 8, TP Hồ Chí Minh","2015-06-29 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000023/HCM-CCHN"
"PHÒNG KHÁM CHUYÊN KHOA NHI ","00269/SYT-GPHĐ","198 Cao Xuân Dục, Phường 12, Quận 8, TP Hồ Chí Minh","2013-08-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","000026/HCM-CCHN"
"Phòng khám Nội tổng hợp ","03126/SYT-GPHĐ","57 Tây Lân, KP 7, Phường Bình Trị Đông A, Quận Bình Tân, TP Hồ Chí Minh","2014-07-14 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000028/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","01142","541/42 Sư Vạn Hạnh (nối dài), Phường 13, Quận 10, TP Hồ Chí Minh","2013-12-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","000033/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu","04772/SYT-GPHĐ","283/15 Cách Mạng Tháng 8, Phường 12, Quận 10, TP Hồ Chí Minh","2015-08-20 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","000034/HCM-CCHN"
"None","00189/SYT-GPHĐ","451 Vĩnh Viễn, Phường 6, Quận 10, TP.Hồ Chí Minh","2013-11-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000036/HCM-CCHN"
"Phòng Chẩn trị Y học cổ truyền ","03381/SYT-GPHĐ","31 Đường 28, KP 2, Phường Bình Trưng Đông, Quận 2, TP Hồ Chí Minh","2014-09-10 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","000040/TB-CCHN"
"Phòng khám chuyên khoa Nội thần kinh","00272/SYT-GPHĐ","31 Lê Văn Thịnh, Khu phố 5, Phường Bình Trưng Đông, Quận 2, TP Hồ Chí Minh","2013-08-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nội thần kinh","000044/BYT-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","01251/SYT-GPHĐ","191 Cách Mạng Tháng Tám, Phường 4, Quận 3, TP Hồ Chí Minh","2014-02-11 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000059/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","04534/SYT-GPHĐ","174/30A Chu Văn An, Phường 12, Quận Bình Thạnh, TP Hồ Chí Minh","2015-06-04 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","0000598/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt Công ty Cổ phần Dịch vụ Y tế Bảo Nha","00036/SYT-GPHĐ","232 Đường 3/2, Phường 12, Quận 10, TP Hồ Chí Minh","2013-02-26 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000060/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","03605/SYT-GPHĐ","105D Phan Đăng Lưu, Phường 7, Quận Phú Nhuận, TP Hồ Chí Minh","2015-12-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","0000626/HCM-CCHN"
"None","02089/SYT-GPHĐ","None","2014-04-26 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại thần kinh","000067/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00198/SYT-GPHĐ","651Bis Điện Biên Phủ, Phường 1, Quận 3, TP Hồ Chí Minh","2013-07-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000080/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu thuộc Công ty TNHH Y tế Stamford","03962","99 Bis Sương Nguyệt Ánh, Phường Bến Thành, Quận 1, TP Hồ Chí Minh","2014-11-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","000084/LĐ,-CCHN"
"Phòng khám đa khoa (thuộc Công ty TNHH Lab Group International Việt Nam)","00128","75 Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh","2013-06-04 00:00:00","Đang hoạt động","Phòng khám đa khoa","000092/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","00258/SYT-GPHĐ","342 Lê Quang Sung, Phường 6, Quận 6, TP Hồ Chí Minh","2013-08-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","000100/HCM-CCHN"
